352415137.00,352288067.00,373625280.00,386258832.00,366993061.00,367215977.00,352734261.00,386088815.00,373039530.00,385603462.00,0,372294136.00,534043226.00,384125195.00,372336157.00,537226938.00,371856689.00,533873048.00,537206784.00,0,372003285.00,0,525143470.00,540208627.00,522748783.00,0,474173472.00,513393784.00,445469068.00,482788905.00,426936343.00,368001247.00,476963093.00,403449375.00,510633000.00,497041263.00,0,0,429628332.00,447051620.00,414411893.00,369285763.00,370567430.00,369751286.00,534613352.00,402693052.00,0,370311142.00,533262155.00,521829942.00,528708955.00,535091898.00,516881258.00,527163850.00,458972613.00,514781501.00,437939150.00,492941305.00,435661201.00,455382242.00,500384426.00,425120761.00,468797516.00,497185294.00,403007857.00,413441310.00,372137331.00,371889235.00,0,0,0,360065628.00,0,382140071.00,0,0,0,0,0,0,360024035.00,359839782.00,0,0,0,0,0,0,0,358930551.00,0,0,358121684.00,358292422.00,358575443.00,357090594.00,358181174.00,357161612.00,0,0
252395207.00,252256511.00,273721675.00,286315423.00,266976459.00,267179971.00,252698773.00,286132190.00,273040558.00,285604969.00,0,272276876.00,434025669.00,284107877.00,272339221.00,437229573.00,271858814.00,433879960.00,437216006.00,0,272013293.00,0,425152490.00,440257559.00,422763086.00,0,374166106.00,413385725.00,345461302.00,382929272.00,326930352.00,268080745.00,376955382.00,303503893.00,410691895.00,397046602.00,0,0,329635188.00,347114018.00,314460709.00,269345851.00,270648535.00,269802236.00,434799015.00,302746886.00,0,270400475.00,433299957.00,421827916.00,428755517.00,435088472.00,414782023.00,425909966.00,357843888.00,413895129.00,337372698.00,392377117.00,335101544.00,354818448.00,399819599.00,324605327.00,368234803.00,396695195.00,303045521.00,313460938.00,272149631.00,271970797.00,0,0,0,260066335.00,0,282169722.00,0,0,0,0,0,0,260029072.00,259844876.00,0,0,0,0,0,0,0,258935804.00,0,0,258122394.00,258345942.00,258576223.00,257166584.00,258176244.00,257162741.00,0,0
152511969.00,152312209.00,173729112.00,186365406.00,167020925.00,167227879.00,152782227.00,186180406.00,173042349.00,185700291.00,0,172296541.00,334045416.00,184127876.00,172341474.00,337275658.00,171958464.00,333932858.00,337217253.00,0,172014939.00,0,325174812.00,340347947.00,322767768.00,0,274183128.00,313345997.00,245506928.00,282999041.00,226947492.00,168098233.00,276972145.00,203589055.00,310745587.00,297094483.00,0,0,229637815.00,247116581.00,214465004.00,169395235.00,170641119.00,169848015.00,334845314.00,202738701.00,0,170469287.00,333356782.00,321838414.00,328753254.00,335125739.00,316963056.00,327168782.00,258967606.00,315132924.00,237936056.00,293216424.00,235724283.00,255379890.00,300432888.00,225167294.00,268802953.00,297341653.00,203057096.00,213466281.00,172240176.00,171977729.00,0,0,0,160137630.00,0,182295608.00,0,0,0,0,0,0,160030381.00,159932679.00,0,0,0,0,0,0,0,159013230.00,0,0,158192893.00,158348032.00,158578928.00,157276251.00,158185387.00,157164556.00,0,0
52484725.00,52392471.00,73700678.00,86393145.00,67071447.00,67258125.00,52806951.00,86154135.00,73029698.00,85687682.00,0,72351700.00,234045469.00,84181497.00,72339391.00,237332973.00,71958233.00,233932072.00,237217874.00,0,72120287.00,0,225176807.00,240350109.00,222769953.00,0,174152141.00,213463920.00,145522397.00,182966970.00,126912765.00,68099589.00,176936920.00,103806727.00,210792653.00,197090709.00,0,0,129635150.00,147162751.00,114469492.00,69405734.00,70712308.00,70155242.00,234855826.00,102812419.00,0,70480307.00,233365237.00,221907282.00,228808376.00,235220315.00,217018354.00,227176783.00,158977795.00,215193330.00,137940653.00,193268388.00,135729628.00,155391399.00,200440143.00,125271015.00,168808910.00,197346994.00,103126581.00,113464290.00,72237047.00,72013206.00,0,0,0,60144718.00,0,82302805.00,0,0,0,0,0,0,60030334.00,59932699.00,0,0,0,0,0,0,0,59016847.00,0,0,58173622.00,58374174.00,58599218.00,57271724.00,58202438.00,57157937.00,0,0
5044966.00,5143010.00,5097825.00,4950659.00,4914291.00,5146704.00,4949662.00,4995312.00,7469819.00,7614866.00,0,6727874.00,134043353.00,6719298.00,6633174.00,137331752.00,6054988.00,133931403.00,137217295.00,0,5979951.00,0,125221097.00,140370696.00,122766307.00,0,74274402.00,113556223.00,45599314.00,82995220.00,27024476.00,7034796.00,76967191.00,6313022.00,110902679.00,97095250.00,0,0,29717678.00,47165831.00,14473268.00,5901924.00,6066743.00,5831054.00,134955239.00,5727736.00,0,5730543.00,133365657.00,121907168.00,128808820.00,135220761.00,117020391.00,127268764.00,58973215.00,115239460.00,37936505.00,93262508.00,35722796.00,55385332.00,100433689.00,25264163.00,68803211.00,97340436.00,7319721.00,13501296.00,5720976.00,5906726.00,0,0,0,5372240.00,0,5432868.00,0,0,0,0,0,0,7099786.00,7095315.00,0,0,0,0,0,0,0,6014709.00,0,0,5038342.00,5031022.00,5033846.00,5046501.00,5268157.00,5344503.00,0,0
5631027.00,5453128.00,5740525.00,5447156.00,5442727.00,5633020.00,5398814.00,5679198.00,4860624.00,4758312.00,0,5637902.00,34074590.00,5593958.00,5521506.00,37329998.00,4887301.00,33931465.00,37217370.00,0,4899842.00,0,25279575.00,40370964.00,22870075.00,0,5681577.00,13555791.00,5618534.00,5609768.00,5605746.00,5666932.00,5611410.00,5671428.00,10903338.00,5522643.00,0,0,5562685.00,5524160.00,5530763.00,5241280.00,5128755.00,5077660.00,34949846.00,5173580.00,0,4937053.00,33401439.00,21953302.00,28852649.00,35220421.00,17021252.00,27267941.00,6633186.00,15240009.00,6277499.00,6074863.00,6174132.00,6176889.00,6162887.00,6080336.00,6264059.00,6171584.00,5229975.00,5231219.00,5214669.00,5080757.00,0,0,0,6747443.00,0,6705250.00,0,0,0,0,0,0,6443045.00,6398627.00,0,0,0,0,0,0,0,5305680.00,0,0,8255612.00,8299148.00,8350030.00,7514851.00,7776872.00,6761517.00,0,0
4946578.00,5036169.00,4903655.00,4950419.00,4810508.00,4933990.00,4946831.00,5192946.00,4605139.00,4612667.00,0,4646964.00,4598627.00,4617071.00,4623198.00,4621486.00,5985775.00,5939292.00,5915218.00,0,5909852.00,0,5188258.00,5190824.00,5100660.00,0,11629430.00,11258377.00,11624509.00,11285571.00,11520889.00,11565712.00,11356787.00,10752313.00,10105201.00,10687129.00,0,0,10364270.00,10727262.00,10422152.00,9345318.00,9332247.00,10749511.00,10572177.00,10672765.00,0,10737815.00,10087069.00,10008102.00,10133509.00,9988936.00,9880751.00,8842288.00,8717713.00,8348315.00,7333198.00,7436973.00,8870856.00,7706752.00,8884626.00,7709448.00,7256897.00,7355119.00,7688530.00,6432882.00,6359056.00,6404878.00,0,0,0,6642999.00,0,6655229.00,0,0,0,0,0,0,6301117.00,6398604.00,0,0,0,0,0,0,0,5458271.00,0,0,4627614.00,4578531.00,4829975.00,4399480.00,4473916.00,4584995.00,0,0
5139594.00,5109905.00,5075953.00,5129821.00,5213763.00,5087234.00,5207699.00,5186442.00,4580233.00,4496068.00,0,4842827.00,4806073.00,4800885.00,4694167.00,4639054.00,4910372.00,4820537.00,4741439.00,0,4849206.00,0,4585032.00,4582554.00,4613346.00,0,4920895.00,4877536.00,4882758.00,4896094.00,4926677.00,4939440.00,4906193.00,4971916.00,4991481.00,5015870.00,0,0,4990441.00,4975209.00,4983973.00,4953689.00,4958831.00,4967887.00,4982340.00,5037826.00,0,5158885.00,5020450.00,5015979.00,5007518.00,5100191.00,4822475.00,4715803.00,4486156.00,4586948.00,4899931.00,5038486.00,4895027.00,4890907.00,5034051.00,4893417.00,5038330.00,5172831.00,4543892.00,4730892.00,4764297.00,4611738.00,0,0,0,5195197.00,0,5214681.00,0,0,0,0,0,0,5293693.00,5341622.00,0,0,0,0,0,0,0,4912858.00,0,0,4547430.00,4653373.00,4682220.00,4640339.00,4698260.00,4716197.00,0,0
5030189.00,5144473.00,5045287.00,5146503.00,5061535.00,5079883.00,5129476.00,5075451.00,4682679.00,4642434.00,0,4982670.00,4975722.00,4979790.00,4875547.00,4878525.00,4872595.00,4790123.00,4718631.00,0,4776416.00,0,4910141.00,4669776.00,4799475.00,0,4945297.00,4863422.00,4903128.00,4847362.00,4857722.00,4873087.00,5011761.00,4955359.00,4972713.00,4981578.00,0,0,4971551.00,4960064.00,5087564.00,5022043.00,5021557.00,4924329.00,4926981.00,5053700.00,0,5013399.00,5173545.00,5083720.00,5065866.00,5085191.00,4975474.00,4661880.00,4605844.00,4535111.00,4943571.00,5025580.00,4932348.00,4924893.00,4851777.00,4921824.00,5028331.00,5023971.00,4642679.00,4687214.00,4636000.00,4595540.00,0,0,0,4982098.00,0,5058598.00,0,0,0,0,0,0,5366025.00,5369157.00,0,0,0,0,0,0,0,4916601.00,0,0,4504293.00,4662446.00,4632132.00,4426694.00,4545954.00,4509105.00,0,0
5008730.00,5003774.00,5092575.00,5085255.00,4916428.00,5092678.00,5000447.00,5090546.00,4558951.00,4565574.00,0,4744199.00,4745731.00,4677383.00,4503175.00,4694175.00,4617402.00,4808716.00,4702725.00,0,4697937.00,0,4536923.00,4592550.00,4541023.00,0,4952225.00,4900851.00,4839787.00,4755931.00,4853323.00,4840770.00,4836313.00,4936709.00,4846198.00,4957979.00,0,0,4875304.00,4937615.00,4845866.00,5057119.00,5123053.00,5057972.00,5051529.00,5072242.00,0,5069794.00,4951028.00,5036996.00,5016551.00,5024636.00,4856371.00,4430369.00,4460055.00,4461763.00,5096124.00,5094508.00,4919703.00,4917731.00,5094035.00,4968837.00,4972495.00,5089889.00,4505960.00,4582717.00,4543905.00,4593184.00,0,0,0,5007626.00,0,5056393.00,0,0,0,0,0,0,5083901.00,5088040.00,0,0,0,0,0,0,0,4746279.00,0,0,4420600.00,4631121.00,4622805.00,4441987.00,4468038.00,4481174.00,0,0
