6335142.00,7526556.00,8916409.00,9862006.00,11289085.00,13659310.00,13991098.00,19164312.00,16362549.00,17554648.00
6318483.00,7664799.00,8652252.00,10115902.00,11108985.00,14850914.00,13948303.00,19969277.00,16333095.00,17764332.00
6392393.00,7682396.00,8633767.00,10112848.00,11131192.00,12543916.00,13993830.00,15265741.00,16675108.00,17858486.00
6304096.00,4615491.00,8849320.00,9972361.00,11041131.00,12615750.00,13768681.00,15184001.00,4562814.00,4537904.00
6264022.00,7748824.00,4605705.00,4567959.00,4681690.00,4556126.00,4627706.00,15041468.00,16179474.00,18673298.00
6171982.00,4607011.00,8799780.00,10184034.00,11257985.00,4663556.00,14015925.00,4711876.00,4489501.00,17884904.00
4672139.00,7604310.00,4891087.00,9941953.00,4433202.00,12758225.00,14090434.00,4587885.00,16410905.00,4481472.00
6451651.00,4608559.00,4551631.00,4554437.00,11398133.00,12858493.00,4613929.00,15145858.00,16240616.00,4553060.00
4722292.00,4694500.00,8879565.00,4563842.00,4562829.00,4652481.00,4597583.00,17840812.00,4639954.00,17837885.00
6147383.00,7575422.00,4563933.00,9971180.00,4537457.00,12640392.00,4649426.00,4437346.00,4589288.00,4545034.00
6401339.00,4606594.00,8873370.00,4537641.00,11439774.00,12564414.00,13912727.00,19898851.00,16468414.00,4535861.00
4695631.00,4858497.00,4597529.00,9970624.00,4719349.00,26531963.00,13750086.00,15259331.00,4491535.00,17654524.00
6529708.00,7410908.00,4674174.00,4894706.00,4501224.00,4608399.00,4632675.00,4475062.00,4572570.00,17712735.00
4637516.00,4575081.00,4595174.00,4523850.00,11141440.00,12713880.00,13900249.00,15203001.00,16454178.00,4483037.00
4537803.00,4634811.00,8938958.00,10065282.00,4532316.00,4570346.00,4570255.00,4484730.00,4513725.00,4725687.00
4575072.00,7759075.00,4542797.00,4494037.00,11388289.00,4541847.00,4602418.00,4503849.00,16218212.00,4411896.00
4610844.00,7437769.00,4487942.00,4515809.00,4583787.00,4538865.00,14045562.00,4570539.00,4643412.00,4446676.00
4617306.00,4806260.00,8639084.00,4553626.00,4524874.00,4566701.00,4506623.00,4531047.00,16339890.00,17697447.00
4603041.00,4648659.00,4666050.00,4588820.00,11267696.00,4557412.00,4445259.00,4449362.00,4554796.00,4535304.00
4592728.00,7705567.00,4440286.00,9956682.00,4568205.00,4559399.00,4554762.00,4607661.00,4801001.00,4435989.00
4666368.00,4619893.00,8753350.00,4593434.00,4469085.00,4443469.00,4540545.00,4561347.00,4641515.00,17556292.00
4663198.00,4661449.00,4572404.00,4542275.00,4552525.00,4437331.00,4525348.00,4558058.00,4663898.00,4448694.00
4574853.00,4521132.00,4520911.00,4623536.00,4502927.00,4666378.00,4564941.00,4524623.00,4608068.00,4529606.00
4656431.00,4500024.00,4540387.00,4586565.00,4549524.00,4569150.00,4589846.00,4415427.00,4540814.00,4566304.00
4542617.00,4685437.00,4557207.00,4551475.00,4585616.00,4524223.00,4649499.00,4400471.00,4617163.00,4488517.00
4600895.00,4601579.00,4639533.00,4617413.00,4614445.00,4577521.00,4542278.00,4529040.00,4506669.00,4495207.00
4635349.00,4460334.00,4634179.00,4614579.00,4648488.00,4549199.00,4684744.00,4510746.00,4708562.00,4455515.00
4525913.00,4563720.00,4637715.00,4565305.00,4595540.00,4552325.00,4547358.00,4534845.00,4494214.00,4506680.00
4643402.00,4614540.00,4642464.00,4453431.00,4525060.00,4601088.00,44705063.00,4465758.00,4764028.00,4521770.00
4580239.00,4626185.00,4627498.00,4448073.00,4470546.00,4531538.00,38427962.00,4486139.00,4852651.00,4554278.00
4640175.00,4866250.00,4473890.00,27336516.00,4482147.00,4530072.00,12354348.00,4523510.00,4500389.00,4524844.00
4655626.00,4727386.00,10433965.00,35628269.00,4623649.00,4607590.00,36004168.00,4648279.00,4466980.00,4442714.00
4684731.00,4537698.00,4558309.00,4633280.00,4534684.00,4720591.00,4538625.00,4607748.00,4953812.00,4558277.00
4566245.00,4606092.00,4510743.00,17027726.00,4512604.00,4446743.00,4544324.00,4464302.00,4522081.00,4488512.00
4600271.00,4505823.00,4466826.00,4558213.00,4554782.00,4521455.00,4838612.00,4509707.00,4733894.00,4489252.00
4553435.00,4603507.00,4541683.00,4714051.00,4605400.00,4555855.00,4681752.00,4512649.00,4874290.00,4739348.00
4577704.00,4524835.00,4749596.00,4897469.00,4757722.00,4528898.00,4741791.00,4617602.00,4699417.00,4582176.00
