5670785.00,6192841.00,6125425.00,6893035.00,6489945.00,5928359.00,5462178.00,5394225.00,5440146.00,5537520.00
4746481.00,4625718.00,4772284.00,4767735.00,4862702.00,4804559.00,4490361.00,4548925.00,4575404.00,4550107.00
4842167.00,4858225.00,4734520.00,4790089.00,4848396.00,4802400.00,4698234.00,4707555.00,4561047.00,4514760.00
4827713.00,4843325.00,4776898.00,4788774.00,4794902.00,4778080.00,4710245.00,4736280.00,4523024.00,4531436.00
4703425.00,4751821.00,4675591.00,4746058.00,4929043.00,4741078.00,4497757.00,4565260.00,4524081.00,4466048.00
4712436.00,4753365.00,4639046.00,4724697.00,4738349.00,4915441.00,4759234.00,4697606.00,4589146.00,4536202.00
4642423.00,4650109.00,4706664.00,4722869.00,4823489.00,4747970.00,4570075.00,4532021.00,4630101.00,4561707.00
4905856.00,4699853.00,4776264.00,4703077.00,4898005.00,4767101.00,4617233.00,4563245.00,4560020.00,4519150.00
4724840.00,4728313.00,4879936.00,4748693.00,4830585.00,4885198.00,4446257.00,4501797.00,4435323.00,4473359.00
4714345.00,4676603.00,4684508.00,4730190.00,4738926.00,4832373.00,4456549.00,4510540.00,4526986.00,4530963.00
4678340.00,4789986.00,4667109.00,4705055.00,4767778.00,4813504.00,4497388.00,4647217.00,4479135.00,4559823.00
4673351.00,4625145.00,4705204.00,4791229.00,4819414.00,4775689.00,4604294.00,4634721.00,4546120.00,4493352.00
4845682.00,4858068.00,4739801.00,4746926.00,4767615.00,4736950.00,4750493.00,4764038.00,4562745.00,4511277.00
4881759.00,4906848.00,4836671.00,4837005.00,4846286.00,4849934.00,4827190.00,4795507.00,4457869.00,4561518.00
4670339.00,4684132.00,4758154.00,4762353.00,4714571.00,4805704.00,4597218.00,4598536.00,4645420.00,4474490.00
4682818.00,4677599.00,4698900.00,4744081.00,4919211.00,4707968.00,4567846.00,4493775.00,4537248.00,4543315.00
4749125.00,4766440.00,4625322.00,4737157.00,4866408.00,4853298.00,4659805.00,4572170.00,4494530.00,4558741.00
4767169.00,4724002.00,4740875.00,4712428.00,4712479.00,4826289.00,4773200.00,4600520.00,4414236.00,4489653.00
4883296.00,4638244.00,4753508.00,4615597.00,4783433.00,4762529.00,4606270.00,4587965.00,4536863.00,4477616.00
4629982.00,4624936.00,4725254.00,4667709.00,4740921.00,4851938.00,4503820.00,4503882.00,4662496.00,4596452.00
4685019.00,4641815.00,4650926.00,4812269.00,4885530.00,4819479.00,4709640.00,4578583.00,4476846.00,4675974.00
4644841.00,4657239.00,4760235.00,4800098.00,4757578.00,4813653.00,4565035.00,4561270.00,4597621.00,4482955.00
4903825.00,4918785.00,4626314.00,4753335.00,4539022.00,4761730.00,4912364.00,4925730.00,4610132.00,4521071.00
4871052.00,4883370.00,4814934.00,5057889.00,5079260.00,5046290.00,4804490.00,4820119.00,4652031.00,4546870.00
4806156.00,4775864.00,4970396.00,4926940.00,5214842.00,5110489.00,4653562.00,4663653.00,4573972.00,4580085.00
4712210.00,4707922.00,4762578.00,4728509.00,4876734.00,4941216.00,4729078.00,4630366.00,4558961.00,4502531.00
4751268.00,4704669.00,4816686.00,4684045.00,4741483.00,4794599.00,4717310.00,4605376.00,4574407.00,4543007.00
4838953.00,4865087.00,4771968.00,4781078.00,4785404.00,4698462.00,4586753.00,4549847.00,4600189.00,4489891.00
4664502.00,4650350.00,4641893.00,4651697.00,4763355.00,4804706.00,4525531.00,4521797.00,4674567.00,4602272.00
4743878.00,4713853.00,4765200.00,4775858.00,4700457.00,4859833.00,4422514.00,4534266.00,4599717.00,4502643.00
4911245.00,4866611.00,4694793.00,4741980.00,4851021.00,4808711.00,4733295.00,4684690.00,4580850.00,4633253.00
4619335.00,4665211.00,4657474.00,4710859.00,4762348.00,4805565.00,4565240.00,4574421.00,4535058.00,4556589.00
4992577.00,4948400.00,4772499.00,4702110.00,4666530.00,4784438.00,4791371.00,4808431.00,4490009.00,4620398.00
4934450.00,4971893.00,4722779.00,4698039.00,4904875.00,4848371.00,5158269.00,5105097.00,4621425.00,4579944.00
